Date,APPL
2023-10-10,-13.675260788347103
2023-10-11,-30.618034678231236
2023-10-12,-52.034034114938024
2023-10-13,1.851077943690342
2023-10-16,-38.248603417280705
-36.82421758321444
-50.47776317196419
-13.08938646574113
25.48689144530063
-87.16876081062182
